Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,1983,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,10050
Nigeria,NGA,1982,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,9500
Nigeria,NGA,1981,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,8950
Nigeria,NGA,1980,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,8400
Nigeria,NGA,1979,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,7850
Nigeria,NGA,1978,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,7300
Nigeria,NGA,1977,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,6750
Nigeria,NGA,1976,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,6200
Nigeria,NGA,1975,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,5650
Nigeria,NGA,1974,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,5100
Nigeria,NGA,1973,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,4550
Nigeria,NGA,1972,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,4000
Nigeria,NGA,1971,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,3450
Nigeria,NGA,1970,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,2900
Nigeria,NGA,1969,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,2350
Nigeria,NGA,1968,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1800
Nigeria,NGA,1967,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1600
Nigeria,NGA,1966,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1300
Nigeria,NGA,1965,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1000
Nigeria,NGA,1964,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,650
Nigeria,NGA,1963,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,600
Nigeria,NGA,1962,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,550
Nigeria,NGA,1961,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,500
Nigeria,NGA,2021,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7397487229049
Nigeria,NGA,2020,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7397487229049
Nigeria,NGA,2019,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7397487229049
Nigeria,NGA,2018,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7397487229049
Nigeria,NGA,2017,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,112.328853087054
Nigeria,NGA,2016,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,121.314951517047
Nigeria,NGA,2015,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,221.86128621581
Nigeria,NGA,2014,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,413.124923273657
Nigeria,NGA,2013,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,283.905444444444
Nigeria,NGA,2012,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,171.866428753505
Nigeria,NGA,2011,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,311.230782108876
Nigeria,NGA,2010,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1086.44940428055
Nigeria,NGA,2009,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,213.507755133099
Nigeria,NGA,1999,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,239.571428571429
Nigeria,NGA,1998,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,200.245398773006
Nigeria,NGA,1997,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,298.051948051948
Nigeria,NGA,1996,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,140.145395799677
Nigeria,NGA,1995,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,131.749460043197
Nigeria,NGA,1994,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,187.698161065314
Nigeria,NGA,1993,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,139.69696969697
Nigeria,NGA,1992,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,118.534482758621
Nigeria,NGA,1991,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,134.714375392342
Nigeria,NGA,1990,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,122.216117216117
Nigeria,NGA,1989,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,114.25431711146
Nigeria,NGA,1988,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,102.911392405063
Nigeria,NGA,1987,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,182.531055900621
Nigeria,NGA,1986,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,907.067137809187
Nigeria,NGA,1985,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,4452
Nigeria,NGA,1984,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,5324
Nigeria,NGA,1983,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,6178.57142857143
Nigeria,NGA,1982,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,3042.85714285714
Nigeria,NGA,1981,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,2244.21052631579
Nigeria,NGA,1980,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,3344.23076923077
Nigeria,NGA,1979,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1900
Nigeria,NGA,1978,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1830.76923076923
Nigeria,NGA,1977,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,1804.87804878049
Nigeria,NGA,1976,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,2633.33333333333
Nigeria,NGA,1975,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,5430
Nigeria,NGA,2021,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.6103276198742
Nigeria,NGA,2020,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.6103276198742
Nigeria,NGA,2019,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.6103276198742
Nigeria,NGA,2018,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,18.8412959912136
Nigeria,NGA,2017,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,20.295907079646
Nigeria,NGA,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.7349746740845
Nigeria,NGA,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.96585090173699
Nigeria,NGA,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.95756917872789
Nigeria,NGA,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.50912693567187
Nigeria,NGA,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.42719773352221
Nigeria,NGA,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.20177365099664
Nigeria,NGA,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,11.2145520311631
Nigeria,NGA,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.56587654588848
Nigeria,NGA,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.89698135295593
Nigeria,NGA,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.34054958850607
Nigeria,NGA,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,10.3152677723795
Nigeria,NGA,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.24118271756749
Nigeria,NGA,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.44963777237
Nigeria,NGA,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.01738570508693
Nigeria,NGA,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.31467159829635
Nigeria,NGA,2001,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.19898460071246
Nigeria,NGA,2000,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.35714285714286
Nigeria,NGA,1999,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.79142857142857
Nigeria,NGA,1998,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.8
Nigeria,NGA,1997,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.14759036144578
Nigeria,NGA,1996,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.2416918429003
Nigeria,NGA,1995,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.56231003039514
Nigeria,NGA,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.54838709677419
Nigeria,NGA,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,15.3156146179402
Nigeria,NGA,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.6179401993355
Nigeria,NGA,1991,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.8
Nigeria,NGA,1990,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,14.2615943577688
Nigeria,NGA,1989,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,13.0486230636833
Nigeria,NGA,1988,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,11.7349884526559
Nigeria,NGA,1987,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.55469034276981
Nigeria,NGA,1986,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.38230994152047
Nigeria,NGA,1985,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.17991401168559
Nigeria,NGA,1984,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.8355810086828
Nigeria,NGA,1983,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,9.64038933055948
Nigeria,NGA,1982,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,7.95637069963767
Nigeria,NGA,1981,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.00811328550501
Nigeria,NGA,1980,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,6.56821272095483
Nigeria,NGA,1979,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,4.11349134001823
Nigeria,NGA,1978,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.72716855735075
Nigeria,NGA,1977,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.84243681339786
Nigeria,NGA,1976,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.05184269489299
Nigeria,NGA,1975,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2.1096390691169
Nigeria,NGA,1974,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1.12925914348234
Nigeria,NGA,1973,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.597390347429649
Nigeria,NGA,1972,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.77313515436613
Nigeria,NGA,1971,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.367594433399602
Nigeria,NGA,1970,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.275737940964723
Nigeria,NGA,1969,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.418628042647355
Nigeria,NGA,1968,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.408774485996438
Nigeria,NGA,1967,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.29564332247557
Nigeria,NGA,1966,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.300249866874206
Nigeria,NGA,1965,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.150381207500515
Nigeria,NGA,1964,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.116137324819637
Nigeria,NGA,1963,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.0873138375537107
Nigeria,NGA,1962,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.0707299668387693
Nigeria,NGA,1961,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,0.0588781888832573
Nigeria,NGA,2021,Agricultural land (sq. km),AG.LND.AGRI.K2,686440
Nigeria,NGA,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,684930
Nigeria,NGA,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,683420
Nigeria,NGA,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,681920
Nigeria,NGA,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,680390
Nigeria,NGA,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,678910
Nigeria,NGA,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,677370
Nigeria,NGA,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,675930
Nigeria,NGA,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,674420
Nigeria,NGA,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,672930
Nigeria,NGA,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,671430
Nigeria,NGA,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,669940
Nigeria,NGA,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,668430
Nigeria,NGA,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,666960
Nigeria,NGA,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,665460
Nigeria,NGA,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,663970
Nigeria,NGA,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,662560
Nigeria,NGA,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,661030
Nigeria,NGA,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,659570
Nigeria,NGA,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,658080
Nigeria,NGA,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,656670
Nigeria,NGA,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,655080
Nigeria,NGA,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,653600
Nigeria,NGA,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,652110
Nigeria,NGA,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,644000
Nigeria,NGA,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,642400
Nigeria,NGA,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,640790
Nigeria,NGA,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,619180
Nigeria,NGA,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,609570
Nigeria,NGA,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,605960
Nigeria,NGA,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,594350
Nigeria,NGA,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,587140
Nigeria,NGA,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,581010
Nigeria,NGA,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,579640
Nigeria,NGA,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,577730
Nigeria,NGA,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,576900
Nigeria,NGA,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,574820
Nigeria,NGA,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,571730
Nigeria,NGA,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,568660
Nigeria,NGA,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,567580
Nigeria,NGA,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,566490
Nigeria,NGA,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,565410
Nigeria,NGA,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,563320
Nigeria,NGA,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,560240
Nigeria,NGA,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,559160
Nigeria,NGA,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,560360
Nigeria,NGA,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,558890
Nigeria,NGA,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,557420
Nigeria,NGA,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,555940
Nigeria,NGA,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,554470
Nigeria,NGA,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,553000
Nigeria,NGA,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,551520
Nigeria,NGA,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,549550
Nigeria,NGA,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,547080
Nigeria,NGA,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,545600
Nigeria,NGA,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,548130
Nigeria,NGA,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,547650
Nigeria,NGA,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,546180
Nigeria,NGA,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,544710
Nigeria,NGA,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,543230
Nigeria,NGA,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,541760
Nigeria,NGA,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,75.3691931003437
Nigeria,NGA,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,75.2033993214533
Nigeria,NGA,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,75.0376055425629
Nigeria,NGA,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.8729097357181
Nigeria,NGA,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.7049200127365
Nigeria,NGA,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.542420149983
Nigeria,NGA,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.3733324549557
Nigeria,NGA,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.2152244803847
Nigeria,NGA,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,74.0494307014943
Nigeria,NGA,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.8858328666952
Nigeria,NGA,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.7211370598505
Nigeria,NGA,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.5575392250513
Nigeria,NGA,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.3917454461609
Nigeria,NGA,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.2303435554531
Nigeria,NGA,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.0656477486083
Nigeria,NGA,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.9020499138092
Nigeria,NGA,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.7472358553751
Nigeria,NGA,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.5792461323935
Nigeria,NGA,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.4189422137312
Nigeria,NGA,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.2553443789321
Nigeria,NGA,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,72.100530320498
Nigeria,NGA,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,71.9259527652426
Nigeria,NGA,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,71.7634529024891
Nigeria,NGA,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,71.59985506769
Nigeria,NGA,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.7093997386826
Nigeria,NGA,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.5337242113816
Nigeria,NGA,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.3569507120349
Nigeria,NGA,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.9842331214247
Nigeria,NGA,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.9290819855727
Nigeria,NGA,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.5327140770996
Nigeria,NGA,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.2579685321212
Nigeria,NGA,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.4663306872207
Nigeria,NGA,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.7932738232485
Nigeria,NGA,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.6428516529969
Nigeria,NGA,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.4331389922813
Nigeria,NGA,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.3420073124938
Nigeria,NGA,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.1136291270024
Nigeria,NGA,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.7743557649022
Nigeria,NGA,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.4372783468933
Nigeria,NGA,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.3186973659651
Nigeria,NGA,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.1990184129912
Nigeria,NGA,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.080437432063
Nigeria,NGA,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.850961274526
Nigeria,NGA,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.5127858844714
Nigeria,NGA,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.3942049035432
Nigeria,NGA,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.525961549019
Nigeria,NGA,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.3645596583111
Nigeria,NGA,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.2031577676032
Nigeria,NGA,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0406579048497
Nigeria,NGA,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8792560141419
Nigeria,NGA,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.717854123434
Nigeria,NGA,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.5553542606805
Nigeria,NGA,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3390537676911
Nigeria,NGA,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.06785467242
Nigeria,NGA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9053548096665
Nigeria,NGA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1831417372114
Nigeria,NGA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.130439079021
Nigeria,NGA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9690371883132
Nigeria,NGA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.8076352976053
Nigeria,NGA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.6451354348518
Nigeria,NGA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.483733544144
Nigeria,NGA,2021,Arable land (hectares),AG.LND.ARBL.HA,36872000
Nigeria,NGA,2020,Arable land (hectares),AG.LND.ARBL.HA,36872000
Nigeria,NGA,2019,Arable land (hectares),AG.LND.ARBL.HA,36872000
Nigeria,NGA,2018,Arable land (hectares),AG.LND.ARBL.HA,36420000
Nigeria,NGA,2017,Arable land (hectares),AG.LND.ARBL.HA,36160000
Nigeria,NGA,2016,Arable land (hectares),AG.LND.ARBL.HA,36129000
Nigeria,NGA,2015,Arable land (hectares),AG.LND.ARBL.HA,36097000
Nigeria,NGA,2014,Arable land (hectares),AG.LND.ARBL.HA,36066000
Nigeria,NGA,2013,Arable land (hectares),AG.LND.ARBL.HA,36034000
Nigeria,NGA,2012,Arable land (hectares),AG.LND.ARBL.HA,36003000
Nigeria,NGA,2011,Arable land (hectares),AG.LND.ARBL.HA,35971000
Nigeria,NGA,2010,Arable land (hectares),AG.LND.ARBL.HA,35940000
Nigeria,NGA,2009,Arable land (hectares),AG.LND.ARBL.HA,36872000
Nigeria,NGA,2008,Arable land (hectares),AG.LND.ARBL.HA,35877000
Nigeria,NGA,2007,Arable land (hectares),AG.LND.ARBL.HA,35845000
Nigeria,NGA,2006,Arable land (hectares),AG.LND.ARBL.HA,35814000
